FileSize,FileCount,Bandwidth,RTT,BufferSize,Parallelism,Concurrency,Pipelining,Fast,Throughput,Duration,Date,Time,Source,Destination
3136594,3424,10000,0.044,33554432,32,8,16,0,1463.363822,55.99254298,4/10/15,57:04.1,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,8,32,0,1305.059728,62.78445005,4/10/15,58:00.1,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,16,1,0,1639.373708,49.98096108,4/10/15,59:02.9,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,16,2,0,1974.556675,41.49664688,4/10/15,59:52.9,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,16,4,0,1833.467631,44.68989491,4/10/15,00:34.4,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,16,8,0,1844.219313,44.42939281,4/10/15,01:19.1,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,16,16,0,1773.35476,46.204813,4/10/15,02:03.5,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,16,32,0,1945.278583,42.12121105,4/10/15,02:49.7,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,32,1,0,2226.938772,36.79378295,4/10/15,03:31.8,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,32,2,0,2355.196821,34.79012418,4/10/15,04:08.6,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,32,4,0,2489.991363,32.9067409,4/10/15,04:43.4,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,32,8,0,2355.174838,34.7904098,4/10/15,05:16.3,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,32,16,0,2380.608474,34.41872215,4/10/15,05:51.1,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,32,32,0,2302.184012,35.59120393,4/10/15,06:25.5,Stampede,Blacklight
23553926,912,10000,0.044,33554432,1,1,1,0,747.2131953,219.3328998,4/10/15,07:01.1,Stampede,Blacklight
23553926,912,10000,0.044,33554432,1,1,2,0,815.1773041,201.046407,4/10/15,10:40.5,Stampede,Blacklight
23553926,912,10000,0.044,33554432,1,1,4,0,1173.474174,139.6608918,4/10/15,14:01.5,Stampede,Blacklight
23553926,912,10000,0.044,33554432,1,1,8,0,1245.010405,131.63625,4/10/15,16:21.2,Stampede,Blacklight
23553926,912,10000,0.044,33554432,1,1,16,0,720.1475377,227.5761962,4/10/15,18:32.8,Stampede,Blacklight
23553926,912,10000,0.044,33554432,1,1,32,0,1043.699472,157.0264919,4/10/15,22:20.4,Stampede,Blacklight
23553926,912,10000,0.044,33554432,1,2,1,0,719.3722635,227.8214531,4/10/15,24:57.4,Stampede,Blacklight
23553926,912,10000,0.044,33554432,1,2,2,0,698.7856661,234.533221,4/10/15,28:45.2,Stampede,Blacklight
